step,block_size,lr,train_loss,train_ema,gn
4357,128,9.698623e-04,0.9764,0.9941,0.049
4358,128,9.694761e-04,0.9958,0.9942,0.051
4359,128,9.690899e-04,1.0316,0.9961,0.064
4360,128,9.687037e-04,1.0053,0.9965,0.054
4361,128,9.683176e-04,1.0143,0.9974,0.047
4362,128,9.679314e-04,0.9995,0.9975,0.047
4363,128,9.675453e-04,1.0123,0.9982,0.051
4364,128,9.671591e-04,0.9838,0.9975,0.045
4365,128,9.667730e-04,0.9968,0.9975,0.056
4366,128,9.663869e-04,0.9815,0.9967,0.047
4367,128,9.660008e-04,0.9978,0.9967,0.055
4368,128,9.656148e-04,0.9939,0.9966,0.050
4369,128,9.652287e-04,0.9823,0.9959,0.048
4370,128,9.648427e-04,1.0163,0.9969,0.050
4371,128,9.644566e-04,0.9597,0.9950,0.050
4372,128,9.640706e-04,1.0043,0.9955,0.052
4373,128,9.636846e-04,0.9750,0.9945,0.057
4374,128,9.632986e-04,0.9986,0.9947,0.049
4375,128,9.629126e-04,0.9985,0.9949,0.055
4376,128,9.625267e-04,0.9756,0.9939,0.049
4377,128,9.621407e-04,0.9918,0.9938,0.050
4378,128,9.617548e-04,0.9904,0.9936,0.059
4379,128,9.613689e-04,1.0290,0.9954,0.061
4380,128,9.609830e-04,0.9951,0.9954,0.042
4381,128,9.605971e-04,0.9779,0.9945,0.050
4382,128,9.602112e-04,0.9843,0.9940,0.047
4383,128,9.598254e-04,0.9886,0.9937,0.049
4384,128,9.594395e-04,1.0024,0.9942,0.051
4385,128,9.590537e-04,0.9851,0.9937,0.048
4386,128,9.586679e-04,0.9954,0.9938,0.049
4387,128,9.582821e-04,1.0113,0.9947,0.055
4388,128,9.578963e-04,1.0029,0.9951,0.059
4389,128,9.575106e-04,0.9845,0.9946,0.057
4390,128,9.571248e-04,0.9961,0.9946,0.056
4391,128,9.567391e-04,1.0155,0.9957,0.052
4392,128,9.563533e-04,0.9767,0.9947,0.045
4393,128,9.559676e-04,0.9670,0.9933,0.052
4394,128,9.555820e-04,0.9712,0.9922,0.047
4395,128,9.551963e-04,0.9974,0.9925,0.056
4396,128,9.548106e-04,1.0193,0.9938,0.052
4397,128,9.544250e-04,0.9801,0.9931,0.051
4398,128,9.540394e-04,0.9483,0.9909,0.052
4399,128,9.536538e-04,0.9778,0.9902,0.055
4400,128,9.532682e-04,0.9994,0.9907,0.054
4401,128,9.528826e-04,0.9821,0.9903,0.054
4402,128,9.524970e-04,1.0064,0.9911,0.046
4403,128,9.521115e-04,1.0027,0.9917,0.049
4404,128,9.517260e-04,0.9725,0.9907,0.049
4405,128,9.513404e-04,0.9904,0.9907,0.046
4406,128,9.509549e-04,0.9837,0.9903,0.045
4407,128,9.505695e-04,1.0178,0.9917,0.053
4408,128,9.501840e-04,0.9856,0.9914,0.055
4409,128,9.497986e-04,1.0086,0.9923,0.051
4410,128,9.494131e-04,0.9704,0.9912,0.057
4411,128,9.490277e-04,0.9861,0.9909,0.056
4412,128,9.486423e-04,0.9948,0.9911,0.052
4413,128,9.482569e-04,0.9991,0.9915,0.046
4414,128,9.478716e-04,0.9946,0.9917,0.052
4415,128,9.474862e-04,1.0012,0.9921,0.046
4416,128,9.471009e-04,0.9996,0.9925,0.041
4417,128,9.467156e-04,0.9727,0.9915,0.047
4418,128,9.463303e-04,1.0071,0.9923,0.050
4419,128,9.459450e-04,0.9747,0.9914,0.045
4420,128,9.455598e-04,0.9909,0.9914,0.059
4421,128,9.451745e-04,1.0057,0.9921,0.059
4422,128,9.447893e-04,0.9892,0.9920,0.050
4423,128,9.444041e-04,0.9939,0.9921,0.050
4424,128,9.440189e-04,0.9539,0.9902,0.043
4425,128,9.436337e-04,0.9961,0.9905,0.052
4426,128,9.432486e-04,0.9743,0.9896,0.050
4427,128,9.428635e-04,0.9987,0.9901,0.050
4428,128,9.424783e-04,0.9935,0.9903,0.055
4429,128,9.420932e-04,0.9841,0.9900,0.050
4430,128,9.417082e-04,0.9976,0.9903,0.057
4431,128,9.413231e-04,1.0062,0.9911,0.056
4432,128,9.409381e-04,0.9656,0.9899,0.048
4433,128,9.405530e-04,1.0115,0.9909,0.054
4434,128,9.401680e-04,0.9782,0.9903,0.056
4435,128,9.397830e-04,0.9571,0.9886,0.045
4436,128,9.393981e-04,1.0250,0.9905,0.053
4437,128,9.390131e-04,0.9734,0.9896,0.046
4438,128,9.386282e-04,1.0005,0.9901,0.054
4439,128,9.382432e-04,0.9908,0.9902,0.051
4440,128,9.378583e-04,0.9726,0.9893,0.055
4441,128,9.374735e-04,1.0082,0.9903,0.058
4442,128,9.370886e-04,0.9783,0.9897,0.052
4443,128,9.367038e-04,0.9731,0.9888,0.049
4444,128,9.363189e-04,1.0018,0.9895,0.051
4445,128,9.359341e-04,1.0407,0.9920,0.055
4446,128,9.355493e-04,0.9817,0.9915,0.048
4447,128,9.351646e-04,0.9797,0.9909,0.051
4448,128,9.347798e-04,0.9386,0.9883,0.050
4449,128,9.343951e-04,1.0120,0.9895,0.058
4450,128,9.340104e-04,0.9860,0.9893,0.051
4451,128,9.336257e-04,1.0132,0.9905,0.053
4452,128,9.332410e-04,1.0207,0.9920,0.053
4453,128,9.328564e-04,1.0156,0.9932,0.048
4454,128,9.324718e-04,1.0055,0.9938,0.049
4455,128,9.320871e-04,0.9607,0.9922,0.052
4456,128,9.317026e-04,0.9887,0.9920,0.050
4457,128,9.313180e-04,0.9988,0.9923,0.051
4458,128,9.309334e-04,1.0118,0.9933,0.057
4459,128,9.305489e-04,0.9610,0.9917,0.056
4460,128,9.301644e-04,0.9917,0.9917,0.050
4461,128,9.297799e-04,1.0274,0.9935,0.052
4462,128,9.293954e-04,1.0065,0.9941,0.050
4463,128,9.290110e-04,1.0193,0.9954,0.049
4464,128,9.286265e-04,0.9858,0.9949,0.050
4465,128,9.282421e-04,0.9936,0.9948,0.051
4466,128,9.278577e-04,0.9951,0.9948,0.042
4467,128,9.274734e-04,0.9905,0.9946,0.054
4468,128,9.270890e-04,1.0194,0.9959,0.054
4469,128,9.267047e-04,1.0093,0.9965,0.056
4470,128,9.263204e-04,1.0045,0.9969,0.053
4471,128,9.259361e-04,1.0078,0.9975,0.049
4472,128,9.255518e-04,0.9796,0.9966,0.051
4473,128,9.251676e-04,0.9725,0.9954,0.047
4474,128,9.247833e-04,0.9752,0.9944,0.056
4475,128,9.243991e-04,1.0207,0.9957,0.061
4476,128,9.240149e-04,0.9847,0.9951,0.052
4477,128,9.236308e-04,1.0167,0.9962,0.056
4478,128,9.232466e-04,0.9883,0.9958,0.050
4479,128,9.228625e-04,0.9728,0.9947,0.052
4480,128,9.224784e-04,1.0253,0.9962,0.057
4481,128,9.220943e-04,1.0190,0.9973,0.053
4482,128,9.217103e-04,1.0152,0.9982,0.052
4483,128,9.213262e-04,0.9912,0.9979,0.050
4484,128,9.209422e-04,1.0044,0.9982,0.051
4485,128,9.205582e-04,1.0044,0.9985,0.052
4486,128,9.201742e-04,1.0009,0.9986,0.051
4487,128,9.197903e-04,0.9802,0.9977,0.048
4488,128,9.194064e-04,1.0116,0.9984,0.050
4489,128,9.190224e-04,1.0108,0.9990,0.058
4490,128,9.186386e-04,0.9786,0.9980,0.055
4491,128,9.182547e-04,1.0017,0.9982,0.045
4492,128,9.178708e-04,0.9875,0.9977,0.054
4493,128,9.174870e-04,0.9536,0.9955,0.056
4494,128,9.171032e-04,0.9839,0.9949,0.049
4495,128,9.167195e-04,0.9857,0.9944,0.046
4496,128,9.163357e-04,1.0005,0.9947,0.050
4497,128,9.159520e-04,0.9768,0.9938,0.043
4498,128,9.155683e-04,1.0156,0.9949,0.054
4499,128,9.151846e-04,0.9772,0.9940,0.045
4500,128,9.148009e-04,0.9911,0.9939,0.049
4501,128,9.144173e-04,0.9776,0.9931,0.043
4502,128,9.140336e-04,0.9716,0.9920,0.049
4503,128,9.136500e-04,1.0040,0.9926,0.048
4504,128,9.132665e-04,0.9633,0.9911,0.043
4505,128,9.128829e-04,0.9808,0.9906,0.054
4506,128,9.124994e-04,1.0058,0.9914,0.054
4507,128,9.121159e-04,1.0006,0.9918,0.053
4508,128,9.117324e-04,1.0352,0.9940,0.052
4509,128,9.113489e-04,0.9840,0.9935,0.051
4510,128,9.109655e-04,1.0081,0.9942,0.053
4511,128,9.105821e-04,1.0024,0.9946,0.057
4512,128,9.101987e-04,0.9877,0.9943,0.053
4513,128,9.098153e-04,0.9994,0.9945,0.052
4514,128,9.094320e-04,0.9973,0.9947,0.046
4515,128,9.090487e-04,0.9853,0.9942,0.049
4516,128,9.086654e-04,0.9998,0.9945,0.050
4517,128,9.082821e-04,0.9753,0.9935,0.043
4518,128,9.078988e-04,0.9826,0.9930,0.047
4519,128,9.075156e-04,0.9942,0.9930,0.053
4520,128,9.071324e-04,0.9909,0.9929,0.051
4521,128,9.067492e-04,0.9976,0.9932,0.051
4522,128,9.063661e-04,0.9831,0.9927,0.051
4523,128,9.059829e-04,0.9923,0.9926,0.055
4524,128,9.055998e-04,0.9980,0.9929,0.051
4525,128,9.052168e-04,1.0122,0.9939,0.052
4526,128,9.048337e-04,0.9946,0.9939,0.047
4527,128,9.044507e-04,0.9496,0.9917,0.045
4528,128,9.040677e-04,0.9773,0.9910,0.052
4529,128,9.036847e-04,0.9637,0.9896,0.053
4530,128,9.033017e-04,0.9825,0.9893,0.052
4531,128,9.029188e-04,0.9972,0.9897,0.049
4532,128,9.025359e-04,0.9680,0.9886,0.057
4533,128,9.021530e-04,0.9921,0.9887,0.051
4534,128,9.017701e-04,0.9897,0.9888,0.058
4535,128,9.013873e-04,0.9879,0.9887,0.050
4536,128,9.010044e-04,0.9920,0.9889,0.049
4537,128,9.006217e-04,0.9615,0.9875,0.049
4538,128,9.002389e-04,0.9946,0.9879,0.048
4539,128,8.998561e-04,0.9764,0.9873,0.052
4540,128,8.994734e-04,1.0069,0.9883,0.054
4541,128,8.990907e-04,1.0139,0.9896,0.066
4542,128,8.987081e-04,0.9841,0.9893,0.054
4543,128,8.983254e-04,0.9944,0.9896,0.056
4544,128,8.979428e-04,0.9923,0.9897,0.053
4545,128,8.975602e-04,0.9761,0.9890,0.046
4546,128,8.971777e-04,1.0218,0.9907,0.052
4547,128,8.967951e-04,0.9886,0.9906,0.049
4548,128,8.964126e-04,0.9958,0.9908,0.051
4549,128,8.960301e-04,0.9833,0.9904,0.051
4550,128,8.956477e-04,0.9951,0.9907,0.049
4551,128,8.952652e-04,0.9479,0.9885,0.046
4552,128,8.948828e-04,0.9763,0.9879,0.047
4553,128,8.945004e-04,0.9942,0.9882,0.046
4554,128,8.941181e-04,1.0152,0.9896,0.052
4555,128,8.937357e-04,0.9879,0.9895,0.047
4556,128,8.933534e-04,0.9981,0.9899,0.049
4557,128,8.929712e-04,0.9738,0.9891,0.043
4558,128,8.925889e-04,0.9794,0.9886,0.056
4559,128,8.922067e-04,1.0111,0.9898,0.050
4560,128,8.918245e-04,0.9600,0.9883,0.050
4561,128,8.914423e-04,1.0121,0.9895,0.047
4562,128,8.910602e-04,0.9971,0.9898,0.047
4563,128,8.906780e-04,1.0025,0.9905,0.051
4564,128,8.902959e-04,0.9943,0.9907,0.052
4565,128,8.899139e-04,0.9760,0.9899,0.056
4566,128,8.895318e-04,1.0145,0.9912,0.052
4567,128,8.891498e-04,0.9644,0.9898,0.054
4568,128,8.887678e-04,0.9600,0.9883,0.055
4569,128,8.883859e-04,0.9718,0.9875,0.048
4570,128,8.880039e-04,0.9968,0.9880,0.048
4571,128,8.876220e-04,0.9974,0.9884,0.051
4572,128,8.872401e-04,0.9940,0.9887,0.049
4573,128,8.868583e-04,1.0015,0.9894,0.048
4574,128,8.864764e-04,0.9867,0.9892,0.052
4575,128,8.860946e-04,0.9702,0.9883,0.049
4576,128,8.857129e-04,0.9805,0.9879,0.043
4577,128,8.853311e-04,0.9812,0.9876,0.051
4578,128,8.849494e-04,1.0162,0.9890,0.051
4579,128,8.845677e-04,0.9878,0.9889,0.048
4580,128,8.841861e-04,1.0165,0.9903,0.049
4581,128,8.838044e-04,1.0020,0.9909,0.053
4582,128,8.834228e-04,0.9794,0.9903,0.050
4583,128,8.830412e-04,1.0123,0.9914,0.053
4584,128,8.826597e-04,1.0024,0.9920,0.053
4585,128,8.822782e-04,0.9795,0.9913,0.045
4586,128,8.818967e-04,0.9782,0.9907,0.047
4587,128,8.815152e-04,0.9988,0.9911,0.048
4588,128,8.811337e-04,0.9932,0.9912,0.054
4589,128,8.807523e-04,0.9789,0.9906,0.044
4590,128,8.803709e-04,1.0117,0.9916,0.045
4591,128,8.799896e-04,0.9994,0.9920,0.052
4592,128,8.796083e-04,1.0084,0.9928,0.051
4593,128,8.792270e-04,0.9621,0.9913,0.048
4594,128,8.788457e-04,0.9934,0.9914,0.050
4595,128,8.784645e-04,1.0004,0.9919,0.050
4596,128,8.780832e-04,0.9823,0.9914,0.051
4597,128,8.777021e-04,0.9825,0.9909,0.051
4598,128,8.773209e-04,0.9722,0.9900,0.054
4599,128,8.769398e-04,0.9893,0.9900,0.054
4600,128,8.765587e-04,0.9736,0.9891,0.052
4601,128,8.761776e-04,0.9851,0.9889,0.044
4602,128,8.757966e-04,0.9896,0.9890,0.046
4603,128,8.754155e-04,0.9874,0.9889,0.049
4604,128,8.750346e-04,0.9938,0.9891,0.058
4605,128,8.746536e-04,1.0073,0.9900,0.052
4606,128,8.742727e-04,0.9939,0.9902,0.048
4607,128,8.738918e-04,0.9946,0.9905,0.048
4608,128,8.735109e-04,0.9817,0.9900,0.058
4609,128,8.731301e-04,0.9864,0.9898,0.056
4610,128,8.727493e-04,0.9684,0.9888,0.047
4611,128,8.723685e-04,0.9670,0.9877,0.051
4612,128,8.719878e-04,0.9978,0.9882,0.045
4613,128,8.716070e-04,0.9657,0.9871,0.053
4614,128,8.712263e-04,0.9976,0.9876,0.055
4615,128,8.708457e-04,0.9870,0.9876,0.048
4616,128,8.704651e-04,1.0164,0.9890,0.050
4617,128,8.700845e-04,1.0009,0.9896,0.052
4618,128,8.697039e-04,0.9658,0.9884,0.046
4619,128,8.693233e-04,0.9769,0.9878,0.054
4620,128,8.689428e-04,0.9834,0.9876,0.047
4621,128,8.685624e-04,0.9742,0.9869,0.049
4622,128,8.681819e-04,0.9972,0.9875,0.050
4623,128,8.678015e-04,1.0104,0.9886,0.057
4624,128,8.674211e-04,0.9745,0.9879,0.057
4625,128,8.670407e-04,0.9872,0.9879,0.054
4626,128,8.666604e-04,0.9757,0.9873,0.053
4627,128,8.662801e-04,0.9858,0.9872,0.052
4628,128,8.658998e-04,0.9720,0.9864,0.047
4629,128,8.655196e-04,1.0386,0.9890,0.055
4630,128,8.651394e-04,0.9879,0.9890,0.053
4631,128,8.647592e-04,0.9744,0.9882,0.051
4632,128,8.643791e-04,1.0161,0.9896,0.048
4633,128,8.639990e-04,1.0056,0.9904,0.051
4634,128,8.636189e-04,0.9955,0.9907,0.049
4635,128,8.632388e-04,1.0021,0.9913,0.048
4636,128,8.628588e-04,1.0149,0.9924,0.054
4637,128,8.624788e-04,0.9926,0.9925,0.050
4638,128,8.620989e-04,0.9842,0.9920,0.048
4639,128,8.617190e-04,0.9972,0.9923,0.049
4640,128,8.613391e-04,0.9868,0.9920,0.044
4641,128,8.609592e-04,0.9701,0.9909,0.047
4642,128,8.605794e-04,0.9663,0.9897,0.048
4643,128,8.601996e-04,0.9954,0.9900,0.047
4644,128,8.598198e-04,0.9910,0.9900,0.055
4645,128,8.594401e-04,0.9739,0.9892,0.043
4646,128,8.590603e-04,0.9553,0.9875,0.047
4647,128,8.586807e-04,0.9672,0.9865,0.044
4648,128,8.583010e-04,0.9856,0.9865,0.050
4649,128,8.579214e-04,0.9684,0.9856,0.049
4650,128,8.575418e-04,0.9886,0.9857,0.048
4651,128,8.571623e-04,0.9969,0.9863,0.050
4652,128,8.567828e-04,0.9915,0.9865,0.043
4653,128,8.564033e-04,0.9730,0.9859,0.050
4654,128,8.560239e-04,1.0090,0.9870,0.048
4655,128,8.556444e-04,0.9830,0.9868,0.044
4656,128,8.552651e-04,1.0103,0.9880,0.048
4657,128,8.548857e-04,0.9656,0.9869,0.046
4658,128,8.545064e-04,0.9736,0.9862,0.054
4659,128,8.541271e-04,0.9854,0.9862,0.044
4660,128,8.537478e-04,0.9775,0.9857,0.049
4661,128,8.533686e-04,0.9291,0.9829,0.043
4662,128,8.529894e-04,0.9901,0.9833,0.049
4663,128,8.526103e-04,0.9318,0.9807,0.045
4664,128,8.522311e-04,0.9879,0.9810,0.052
4665,128,8.518521e-04,1.0131,0.9827,0.060
4666,128,8.514730e-04,0.9744,0.9822,0.048
4667,128,8.510940e-04,0.9920,0.9827,0.047
4668,128,8.507150e-04,1.0144,0.9843,0.055
4669,128,8.503360e-04,1.0054,0.9854,0.051
4670,128,8.499571e-04,0.9812,0.9852,0.050
4671,128,8.495782e-04,0.9846,0.9851,0.051
4672,128,8.491993e-04,0.9821,0.9850,0.045
4673,128,8.488205e-04,0.9715,0.9843,0.049
4674,128,8.484417e-04,0.9731,0.9837,0.049
4675,128,8.480630e-04,0.9870,0.9839,0.049
4676,128,8.476843e-04,0.9885,0.9841,0.049
4677,128,8.473056e-04,0.9705,0.9835,0.047
4678,128,8.469269e-04,0.9652,0.9825,0.051
4679,128,8.465483e-04,0.9654,0.9817,0.045
4680,128,8.461697e-04,1.0094,0.9831,0.054
4681,128,8.457911e-04,1.0028,0.9841,0.054
4682,128,8.454126e-04,0.9947,0.9846,0.061
4683,128,8.450341e-04,0.9928,0.9850,0.052
4684,128,8.446557e-04,1.0265,0.9871,0.052
4685,128,8.442773e-04,0.9700,0.9862,0.052
4686,128,8.438989e-04,0.9951,0.9867,0.051
4687,128,8.435205e-04,0.9630,0.9855,0.049
4688,128,8.431422e-04,0.9821,0.9853,0.050
4689,128,8.427639e-04,0.9623,0.9842,0.049
4690,128,8.423857e-04,0.9884,0.9844,0.052
4691,128,8.420075e-04,0.9794,0.9841,0.055
4692,128,8.416293e-04,0.9782,0.9838,0.046
4693,128,8.412511e-04,0.9983,0.9846,0.052
4694,128,8.408730e-04,1.0004,0.9853,0.047
4695,128,8.404950e-04,0.9862,0.9854,0.047
4696,128,8.401169e-04,0.9948,0.9859,0.056
4697,128,8.397389e-04,0.9704,0.9851,0.050
4698,128,8.393609e-04,0.9581,0.9837,0.054
4699,128,8.389830e-04,0.9579,0.9824,0.046
4700,128,8.386051e-04,0.9928,0.9830,0.047
4701,128,8.382272e-04,0.9961,0.9836,0.055
4702,128,8.378494e-04,0.9871,0.9838,0.047
4703,128,8.374716e-04,0.9519,0.9822,0.050
4704,128,8.370939e-04,0.9666,0.9814,0.045
4705,128,8.367161e-04,1.0161,0.9832,0.066
4706,128,8.363385e-04,1.0489,0.9864,0.063
4707,128,8.359608e-04,0.9971,0.9870,0.050
4708,128,8.355832e-04,1.0055,0.9879,0.048
4709,128,8.352056e-04,1.0117,0.9891,0.046
4710,128,8.348281e-04,0.9802,0.9886,0.042
4711,128,8.344506e-04,1.0069,0.9896,0.048
4712,128,8.340731e-04,1.0100,0.9906,0.050
4713,128,8.336957e-04,0.9762,0.9899,0.048
4714,128,8.333183e-04,1.0155,0.9911,0.047
4715,128,8.329409e-04,1.0063,0.9919,0.049
4716,128,8.325636e-04,0.9824,0.9914,0.059
4717,128,8.321863e-04,0.9806,0.9909,0.050
4718,128,8.318090e-04,0.9980,0.9912,0.049
4719,128,8.314318e-04,0.9703,0.9902,0.049
4720,128,8.310546e-04,0.9512,0.9882,0.041
4721,128,8.306775e-04,1.0290,0.9903,0.062
4722,128,8.303004e-04,0.9812,0.9898,0.050
4723,128,8.299233e-04,0.9909,0.9899,0.053
4724,128,8.295462e-04,0.9693,0.9889,0.052
4725,128,8.291692e-04,0.9935,0.9891,0.047
4726,128,8.287923e-04,0.9689,0.9881,0.046
4727,128,8.284154e-04,1.0008,0.9887,0.050
4728,128,8.280385e-04,1.0021,0.9894,0.046
4729,128,8.276616e-04,0.9646,0.9881,0.052
4730,128,8.272848e-04,0.9944,0.9885,0.050
4731,128,8.269080e-04,0.9862,0.9883,0.049
4732,128,8.265313e-04,0.9624,0.9870,0.052
4733,128,8.261546e-04,1.0070,0.9880,0.052
4734,128,8.257779e-04,0.9624,0.9868,0.050
4735,128,8.254013e-04,1.0043,0.9876,0.049
4736,128,8.250247e-04,1.0014,0.9883,0.058
4737,128,8.246481e-04,0.9973,0.9888,0.048
4738,128,8.242716e-04,0.9908,0.9889,0.057
4739,128,8.238951e-04,0.9666,0.9878,0.048
4740,128,8.235187e-04,1.0010,0.9884,0.053
4741,128,8.231423e-04,0.9980,0.9889,0.049
4742,128,8.227659e-04,1.0054,0.9897,0.047
4743,128,8.223896e-04,1.0296,0.9917,0.055
4744,128,8.220133e-04,0.9174,0.9880,0.044
4745,128,8.216370e-04,0.9987,0.9885,0.048
4746,128,8.212608e-04,0.9952,0.9889,0.045
4747,128,8.208847e-04,1.0033,0.9896,0.054
4748,128,8.205085e-04,1.0169,0.9910,0.042
4749,128,8.201324e-04,0.9964,0.9912,0.050
4750,128,8.197563e-04,0.9942,0.9914,0.047
4751,128,8.193803e-04,0.9689,0.9903,0.047
4752,128,8.190043e-04,0.9755,0.9895,0.046
4753,128,8.186284e-04,0.9891,0.9895,0.056
4754,128,8.182525e-04,1.0027,0.9902,0.049
4755,128,8.178766e-04,0.9709,0.9892,0.048
4756,128,8.175008e-04,0.9909,0.9893,0.055
4757,128,8.171250e-04,0.9969,0.9897,0.053
4758,128,8.167492e-04,0.9613,0.9882,0.047
4759,128,8.163735e-04,0.9791,0.9878,0.048
4760,128,8.159978e-04,0.9569,0.9862,0.052
4761,128,8.156222e-04,0.9813,0.9860,0.052
4762,128,8.152466e-04,1.0096,0.9872,0.047
4763,128,8.148710e-04,0.9772,0.9867,0.050
4764,128,8.144955e-04,0.9773,0.9862,0.050
4765,128,8.141200e-04,1.0005,0.9869,0.052
4766,128,8.137446e-04,1.0015,0.9877,0.046
4767,128,8.133692e-04,0.9810,0.9873,0.054
4768,128,8.129938e-04,0.9758,0.9867,0.048
4769,128,8.126185e-04,0.9673,0.9858,0.045
4770,128,8.122432e-04,0.9793,0.9854,0.055
4771,128,8.118680e-04,0.9934,0.9858,0.048
4772,128,8.114928e-04,0.9791,0.9855,0.053
4773,128,8.111176e-04,0.9715,0.9848,0.051
4774,128,8.107425e-04,1.0313,0.9871,0.053
4775,128,8.103674e-04,0.9744,0.9865,0.048
4776,128,8.099924e-04,0.9791,0.9861,0.054
4777,128,8.096174e-04,0.9863,0.9861,0.047
4778,128,8.092424e-04,1.0134,0.9875,0.049
4779,128,8.088675e-04,0.9817,0.9872,0.047
4780,128,8.084926e-04,0.9548,0.9856,0.040
4781,128,8.081177e-04,0.9922,0.9859,0.048
4782,128,8.077429e-04,0.9958,0.9864,0.045
4783,128,8.073682e-04,0.9630,0.9852,0.051
4784,128,8.069934e-04,0.9918,0.9856,0.050
4785,128,8.066188e-04,0.9810,0.9853,0.051
4786,128,8.062441e-04,0.9947,0.9858,0.048
4787,128,8.058695e-04,0.9971,0.9864,0.052
4788,128,8.054950e-04,0.9542,0.9848,0.043
4789,128,8.051204e-04,0.9968,0.9854,0.053
4790,128,8.047460e-04,0.9765,0.9849,0.049
4791,128,8.043715e-04,0.9945,0.9854,0.048
4792,128,8.039971e-04,1.0081,0.9865,0.047
4793,128,8.036228e-04,0.9729,0.9859,0.046
4794,128,8.032484e-04,0.9912,0.9861,0.056
4795,128,8.028742e-04,0.9646,0.9850,0.048
4796,128,8.024999e-04,0.9775,0.9847,0.041
4797,128,8.021257e-04,0.9758,0.9842,0.050
4798,128,8.017516e-04,0.9707,0.9835,0.048
4799,128,8.013775e-04,0.9645,0.9826,0.046
4800,128,8.010034e-04,0.9550,0.9812,0.044
4801,128,8.006294e-04,0.9721,0.9808,0.051
4802,128,8.002554e-04,0.9671,0.9801,0.051
4803,128,7.998814e-04,1.0000,0.9811,0.046
4804,128,7.995075e-04,0.9741,0.9807,0.047
4805,128,7.991337e-04,0.9706,0.9802,0.053
4806,128,7.987599e-04,0.9937,0.9809,0.049
4807,128,7.983861e-04,0.9865,0.9812,0.052
4808,128,7.980123e-04,0.9717,0.9807,0.055
4809,128,7.976386e-04,0.9690,0.9801,0.050
4810,128,7.972650e-04,0.9534,0.9788,0.045
4811,128,7.968914e-04,1.0352,0.9816,0.049
4812,128,7.965178e-04,1.0047,0.9827,0.050
4813,128,7.961443e-04,0.9779,0.9825,0.048
4814,128,7.957708e-04,1.0121,0.9840,0.050
4815,128,7.953974e-04,0.9791,0.9837,0.047
4816,128,7.950240e-04,0.9680,0.9829,0.043
4817,128,7.946506e-04,0.9726,0.9824,0.041
4818,128,7.942773e-04,0.9796,0.9823,0.043
4819,128,7.939040e-04,0.9437,0.9804,0.047
4820,128,7.935308e-04,0.9740,0.9800,0.046
4821,128,7.931576e-04,0.9941,0.9807,0.052
4822,128,7.927845e-04,0.9768,0.9805,0.045
4823,128,7.924114e-04,1.0095,0.9820,0.052
4824,128,7.920383e-04,0.9966,0.9827,0.048
4825,128,7.916653e-04,0.9608,0.9816,0.043
4826,128,7.912923e-04,0.9851,0.9818,0.048
4827,128,7.909194e-04,0.9722,0.9813,0.043
4828,128,7.905465e-04,0.9838,0.9814,0.053
4829,128,7.901737e-04,0.9512,0.9799,0.043
4830,128,7.898009e-04,0.9905,0.9805,0.046
4831,128,7.894281e-04,0.9815,0.9805,0.045
4832,128,7.890554e-04,1.0042,0.9817,0.047
4833,128,7.886827e-04,0.9441,0.9798,0.048
4834,128,7.883101e-04,0.9678,0.9792,0.044
4835,128,7.879375e-04,0.9655,0.9785,0.045
4836,128,7.875650e-04,0.9783,0.9785,0.046
4837,128,7.871925e-04,0.9781,0.9785,0.047
4838,128,7.868200e-04,0.9803,0.9786,0.044
4839,128,7.864476e-04,0.9836,0.9788,0.052
4840,128,7.860753e-04,0.9264,0.9762,0.046
4841,128,7.857030e-04,0.9641,0.9756,0.044
4842,128,7.853307e-04,0.9645,0.9751,0.053
4843,128,7.849584e-04,0.9694,0.9748,0.052
4844,128,7.845863e-04,0.9865,0.9754,0.044
4845,128,7.842141e-04,0.9789,0.9755,0.051
4846,128,7.838420e-04,0.9939,0.9765,0.050
4847,128,7.834700e-04,0.9782,0.9765,0.051
4848,128,7.830980e-04,1.0083,0.9781,0.055
4849,128,7.827260e-04,0.9782,0.9781,0.046
4850,128,7.823541e-04,0.9458,0.9765,0.055
4851,128,7.819822e-04,0.9622,0.9758,0.045
4852,128,7.816104e-04,0.9931,0.9767,0.046
4853,128,7.812386e-04,0.9821,0.9769,0.050
4854,128,7.808668e-04,0.9991,0.9781,0.057
4855,128,7.804951e-04,0.9626,0.9773,0.055
4856,128,7.801235e-04,0.9823,0.9775,0.047
4857,128,7.797519e-04,1.0037,0.9788,0.052
4858,128,7.793803e-04,0.9916,0.9795,0.044
4859,128,7.790088e-04,0.9980,0.9804,0.052
4860,128,7.786373e-04,0.9825,0.9805,0.051
4861,128,7.782659e-04,1.0108,0.9820,0.051
4862,128,7.778945e-04,0.9879,0.9823,0.049
4863,128,7.775232e-04,0.9758,0.9820,0.046
4864,128,7.771519e-04,1.0017,0.9830,0.053
4865,128,7.767806e-04,0.9972,0.9837,0.051
4866,128,7.764094e-04,0.9832,0.9837,0.050
4867,128,7.760383e-04,0.9881,0.9839,0.046
4868,128,7.756672e-04,0.9721,0.9833,0.050
4869,128,7.752961e-04,0.9679,0.9825,0.053
4870,128,7.749251e-04,0.9760,0.9822,0.050
4871,128,7.745541e-04,0.9845,0.9823,0.047
4872,128,7.741832e-04,1.0235,0.9844,0.054
4873,128,7.738123e-04,0.9851,0.9844,0.050
