step,block_size,lr,train_loss,train_ema,gn
2216,128,1.724214e-03,1.0616,1.0837,0.133
2217,128,1.723940e-03,1.0927,1.0842,0.095
2218,128,1.723667e-03,1.0966,1.0848,0.161
2219,128,1.723394e-03,1.1177,1.0864,0.145
2220,128,1.723120e-03,1.0977,1.0870,0.118
2221,128,1.722847e-03,1.0691,1.0861,0.095
2222,128,1.722573e-03,1.0990,1.0867,0.097
2223,128,1.722299e-03,1.0985,1.0873,0.147
2224,128,1.722025e-03,1.1036,1.0881,0.126
2225,128,1.721751e-03,1.1127,1.0894,0.096
2226,128,1.721477e-03,1.0967,1.0897,0.077
2227,128,1.721203e-03,1.0901,1.0898,0.090
2228,128,1.720929e-03,1.0677,1.0886,0.128
2229,128,1.720654e-03,1.0882,1.0886,0.157
2230,128,1.720380e-03,1.1147,1.0899,0.163
2231,128,1.720105e-03,1.0951,1.0902,0.131
2232,128,1.719830e-03,1.0942,1.0904,0.143
2233,128,1.719555e-03,1.1178,1.0918,0.171
2234,128,1.719280e-03,1.0774,1.0910,0.130
2235,128,1.719005e-03,1.1022,1.0916,0.103
2236,128,1.718730e-03,1.0623,1.0901,0.120
2237,128,1.718455e-03,1.1335,1.0923,0.160
2238,128,1.718179e-03,1.0685,1.0911,0.127
2239,128,1.717903e-03,1.0945,1.0913,0.108
2240,128,1.717628e-03,1.1105,1.0922,0.084
2241,128,1.717352e-03,1.0857,1.0919,0.102
2242,128,1.717076e-03,1.0634,1.0905,0.106
2243,128,1.716800e-03,1.0893,1.0904,0.137
2244,128,1.716524e-03,1.0692,1.0894,0.091
2245,128,1.716248e-03,1.0728,1.0885,0.116
2246,128,1.715971e-03,1.0861,1.0884,0.111
2247,128,1.715695e-03,1.0961,1.0888,0.124
2248,128,1.715418e-03,1.0843,1.0886,0.124
2249,128,1.715142e-03,1.0856,1.0884,0.153
2250,128,1.714865e-03,1.0893,1.0885,0.097
2251,128,1.714588e-03,1.1174,1.0899,0.105
2252,128,1.714311e-03,1.0432,1.0876,0.100
2253,128,1.714034e-03,1.0813,1.0873,0.129
2254,128,1.713756e-03,1.0901,1.0874,0.115
2255,128,1.713479e-03,1.0860,1.0873,0.106
2256,128,1.713202e-03,1.0928,1.0876,0.137
2257,128,1.712924e-03,1.0846,1.0875,0.123
2258,128,1.712646e-03,1.0867,1.0874,0.135
2259,128,1.712369e-03,1.2665,1.0964,1.373
2260,128,1.712091e-03,1.0946,1.0963,0.188
2261,128,1.711813e-03,1.1257,1.0978,0.147
2262,128,1.711535e-03,1.0989,1.0978,0.173
2263,128,1.711256e-03,1.0869,1.0973,0.184
2264,128,1.710978e-03,1.0897,1.0969,0.173
2265,128,1.710700e-03,1.1403,1.0991,0.090
2266,128,1.710421e-03,1.0575,1.0970,0.098
2267,128,1.710142e-03,1.2092,1.1026,0.932
2268,128,1.709863e-03,1.1102,1.1030,0.193
2269,128,1.709585e-03,1.1268,1.1042,0.209
2270,128,1.709306e-03,1.1012,1.1040,0.175
2271,128,1.709026e-03,1.1173,1.1047,0.150
2272,128,1.708747e-03,1.0996,1.1044,0.155
2273,128,1.708468e-03,1.1090,1.1047,0.137
2274,128,1.708188e-03,1.0672,1.1028,0.157
2275,128,1.707909e-03,1.0803,1.1017,0.117
2276,128,1.707629e-03,1.1996,1.1065,1.074
2277,128,1.707349e-03,1.1083,1.1066,0.160
2278,128,1.707070e-03,1.0939,1.1060,0.234
2279,128,1.706790e-03,1.1034,1.1059,0.158
2280,128,1.706510e-03,1.0837,1.1048,0.179
2281,128,1.706229e-03,1.0899,1.1040,0.176
2282,128,1.705949e-03,1.0649,1.1021,0.149
2283,128,1.705669e-03,1.2052,1.1072,0.913
2284,128,1.705388e-03,1.1083,1.1073,0.158
2285,128,1.705107e-03,1.1208,1.1079,0.137
2286,128,1.704827e-03,1.0801,1.1066,0.224
2287,128,1.704546e-03,1.0965,1.1060,0.220
2288,128,1.704265e-03,1.0866,1.1051,0.152
2289,128,1.703984e-03,1.0618,1.1029,0.162
2290,128,1.703703e-03,1.1758,1.1066,0.777
2291,128,1.703421e-03,1.1032,1.1064,0.187
2292,128,1.703140e-03,1.0789,1.1050,0.165
2293,128,1.702858e-03,1.0766,1.1036,0.115
2294,128,1.702577e-03,1.0721,1.1020,0.165
2295,128,1.702295e-03,1.1040,1.1021,0.130
2296,128,1.702013e-03,1.1684,1.1054,0.854
2297,128,1.701731e-03,1.1015,1.1052,0.183
2298,128,1.701449e-03,1.1085,1.1054,0.220
2299,128,1.701167e-03,1.1361,1.1069,0.188
2300,128,1.700885e-03,1.1294,1.1081,0.173
2301,128,1.700602e-03,1.0937,1.1073,0.143
2302,128,1.700320e-03,1.0741,1.1057,0.193
2303,128,1.700037e-03,1.1537,1.1081,0.655
2304,128,1.699754e-03,1.1476,1.1101,0.669
2305,128,1.699472e-03,1.1314,1.1111,0.203
2306,128,1.699189e-03,1.1143,1.1113,0.203
2307,128,1.698906e-03,1.1304,1.1122,0.224
2308,128,1.698623e-03,1.1371,1.1135,0.171
2309,128,1.698339e-03,1.0749,1.1115,0.194
2310,128,1.698056e-03,1.0778,1.1099,0.101
2311,128,1.697772e-03,1.0646,1.1076,0.104
2312,128,1.697489e-03,1.1074,1.1076,0.103
2313,128,1.697205e-03,1.0867,1.1065,0.128
2314,128,1.696921e-03,1.1135,1.1069,0.097
2315,128,1.696638e-03,1.1784,1.1105,0.786
2316,128,1.696353e-03,1.1118,1.1105,0.146
2317,128,1.696069e-03,1.4491,1.1275,3.599
2318,128,1.695785e-03,1.1317,1.1277,0.142
2319,128,1.695501e-03,1.0982,1.1262,0.145
2320,128,1.695216e-03,1.0903,1.1244,0.138
2321,128,1.694932e-03,1.1267,1.1245,0.177
2322,128,1.694647e-03,1.1564,1.1261,0.660
2323,128,1.694362e-03,1.0810,1.1239,0.240
2324,128,1.694078e-03,1.0999,1.1227,0.179
2325,128,1.693793e-03,1.0855,1.1208,0.160
2326,128,1.693508e-03,1.3021,1.1299,2.046
2327,128,1.693222e-03,1.1228,1.1295,0.224
2328,128,1.692937e-03,1.1425,1.1302,0.775
2329,128,1.692652e-03,1.1313,1.1302,0.206
2330,128,1.692366e-03,1.1154,1.1295,0.226
2331,128,1.692081e-03,1.1171,1.1289,0.201
2332,128,1.691795e-03,1.0912,1.1270,0.156
2333,128,1.691509e-03,1.0903,1.1251,0.126
2334,128,1.691223e-03,1.0658,1.1222,0.143
2335,128,1.690937e-03,1.4325,1.1377,2.760
2336,128,1.690651e-03,1.1113,1.1364,0.570
2337,128,1.690365e-03,1.0427,1.1317,0.254
2338,128,1.690078e-03,1.0786,1.1290,0.202
2339,128,1.689792e-03,1.0627,1.1257,0.167
2340,128,1.689505e-03,1.1057,1.1247,0.231
2341,128,1.689219e-03,1.0981,1.1234,0.115
2342,128,1.688932e-03,1.0970,1.1221,0.094
2343,128,1.688645e-03,1.2564,1.1288,1.785
2344,128,1.688358e-03,1.1838,1.1315,0.733
2345,128,1.688071e-03,1.1009,1.1300,0.264
2346,128,1.687784e-03,1.0678,1.1269,0.177
2347,128,1.687496e-03,1.0844,1.1248,0.232
2348,128,1.687209e-03,1.0637,1.1217,0.116
2349,128,1.686921e-03,1.1384,1.1225,0.762
2350,128,1.686634e-03,1.0926,1.1211,0.234
2351,128,1.686346e-03,1.0873,1.1194,0.220
2352,128,1.686058e-03,1.2338,1.1251,1.385
2353,128,1.685770e-03,1.1076,1.1242,0.154
2354,128,1.685482e-03,1.0693,1.1215,0.249
2355,128,1.685194e-03,1.1677,1.1238,0.731
2356,128,1.684906e-03,1.0809,1.1216,0.240
2357,128,1.684617e-03,1.0904,1.1201,0.224
2358,128,1.684329e-03,1.0557,1.1169,0.189
2359,128,1.684040e-03,1.0906,1.1155,0.152
2360,128,1.683751e-03,1.4551,1.1325,2.762
2361,128,1.683463e-03,1.0962,1.1307,0.225
2362,128,1.683174e-03,1.0925,1.1288,0.216
2363,128,1.682885e-03,1.0935,1.1270,0.100
2364,128,1.682596e-03,1.1469,1.1280,0.642
2365,128,1.682306e-03,1.1065,1.1270,0.150
2366,128,1.682017e-03,1.2021,1.1307,1.025
2367,128,1.681728e-03,1.0904,1.1287,0.286
2368,128,1.681438e-03,1.1168,1.1281,0.242
2369,128,1.681148e-03,1.1132,1.1274,0.128
2370,128,1.680859e-03,1.1246,1.1272,0.673
2371,128,1.680569e-03,1.1146,1.1266,0.142
2372,128,1.680279e-03,1.1218,1.1263,0.133
2373,128,1.679989e-03,1.0745,1.1237,0.224
2374,128,1.679699e-03,1.1352,1.1243,0.636
2375,128,1.679408e-03,1.0721,1.1217,0.208
2376,128,1.679118e-03,1.2120,1.1262,1.365
2377,128,1.678828e-03,1.0882,1.1243,0.211
2378,128,1.678537e-03,1.1131,1.1238,0.180
2379,128,1.678246e-03,1.1015,1.1226,0.218
2380,128,1.677955e-03,1.1170,1.1224,0.527
2381,128,1.677665e-03,1.1196,1.1222,0.220
2382,128,1.677374e-03,1.1037,1.1213,0.231
2383,128,1.677082e-03,1.1635,1.1234,0.565
2384,128,1.676791e-03,1.0816,1.1213,0.220
2385,128,1.676500e-03,1.1411,1.1223,0.899
2386,128,1.676209e-03,1.1116,1.1218,0.250
2387,128,1.675917e-03,1.0730,1.1193,0.168
2388,128,1.675625e-03,1.1558,1.1212,0.624
2389,128,1.675334e-03,1.1211,1.1212,0.192
2390,128,1.675042e-03,1.0656,1.1184,0.239
2391,128,1.674750e-03,1.0968,1.1173,0.253
2392,128,1.674458e-03,1.1841,1.1206,1.041
2393,128,1.674166e-03,1.1463,1.1219,0.653
2394,128,1.673873e-03,1.0964,1.1206,0.308
2395,128,1.673581e-03,1.1168,1.1205,0.235
2396,128,1.673289e-03,1.1169,1.1203,0.152
2397,128,1.672996e-03,1.0741,1.1180,0.175
2398,128,1.672703e-03,1.1131,1.1177,0.513
2399,128,1.672411e-03,1.0814,1.1159,0.216
2400,128,1.672118e-03,1.1334,1.1168,0.742
2401,128,1.671825e-03,1.1421,1.1181,0.527
2402,128,1.671532e-03,1.1188,1.1181,0.321
2403,128,1.671238e-03,1.0751,1.1159,0.292
2404,128,1.670945e-03,1.1811,1.1192,0.938
2405,128,1.670652e-03,1.1050,1.1185,0.190
2406,128,1.670358e-03,1.1042,1.1178,0.182
2407,128,1.670065e-03,1.1602,1.1199,0.659
2408,128,1.669771e-03,1.1094,1.1194,0.443
2409,128,1.669477e-03,1.1003,1.1184,0.299
2410,128,1.669183e-03,1.0886,1.1169,0.219
2411,128,1.668889e-03,1.1093,1.1165,0.213
2412,128,1.668595e-03,1.1881,1.1201,0.921
2413,128,1.668301e-03,1.0882,1.1185,0.170
2414,128,1.668007e-03,1.0950,1.1173,0.183
2415,128,1.667712e-03,1.1761,1.1203,0.588
2416,128,1.667418e-03,1.0797,1.1183,0.199
2417,128,1.667123e-03,1.0596,1.1153,0.215
2418,128,1.666828e-03,1.1451,1.1168,0.771
2419,128,1.666533e-03,1.1259,1.1173,0.493
2420,128,1.666238e-03,1.1063,1.1167,0.223
2421,128,1.665943e-03,1.0944,1.1156,0.295
2422,128,1.665648e-03,1.0861,1.1141,0.203
2423,128,1.665353e-03,1.1150,1.1142,0.497
2424,128,1.665058e-03,1.1381,1.1154,0.692
2425,128,1.664762e-03,1.1201,1.1156,0.664
2426,128,1.664467e-03,1.0980,1.1147,0.223
2427,128,1.664171e-03,1.1452,1.1162,0.545
2428,128,1.663875e-03,1.1057,1.1157,0.232
2429,128,1.663579e-03,1.0876,1.1143,0.314
2430,128,1.663283e-03,1.0974,1.1135,0.204
2431,128,1.662987e-03,1.0964,1.1126,0.214
2432,128,1.662691e-03,1.1363,1.1138,0.559
2433,128,1.662395e-03,1.1226,1.1142,0.446
2434,128,1.662099e-03,1.1138,1.1142,0.246
2435,128,1.661802e-03,1.1629,1.1167,0.851
2436,128,1.661506e-03,1.1111,1.1164,0.232
2437,128,1.661209e-03,1.0910,1.1151,0.216
2438,128,1.660912e-03,1.0968,1.1142,0.220
2439,128,1.660615e-03,1.0840,1.1127,0.231
2440,128,1.660318e-03,1.2682,1.1205,1.732
2441,128,1.660021e-03,1.1232,1.1206,0.451
2442,128,1.659724e-03,1.0959,1.1194,0.244
2443,128,1.659427e-03,1.0791,1.1174,0.280
2444,128,1.659129e-03,1.1063,1.1168,0.221
2445,128,1.658832e-03,1.1439,1.1182,0.647
2446,128,1.658534e-03,1.1024,1.1174,0.203
2447,128,1.658237e-03,1.1332,1.1182,0.511
2448,128,1.657939e-03,1.0579,1.1151,0.206
2449,128,1.657641e-03,1.1169,1.1152,0.470
2450,128,1.657343e-03,1.0838,1.1137,0.273
2451,128,1.657045e-03,1.1686,1.1164,0.690
2452,128,1.656747e-03,1.0974,1.1155,0.475
2453,128,1.656448e-03,1.1145,1.1154,0.420
2454,128,1.656150e-03,1.1066,1.1150,0.253
2455,128,1.655851e-03,1.0832,1.1134,0.234
2456,128,1.655553e-03,1.1030,1.1129,0.200
2457,128,1.655254e-03,1.1222,1.1133,0.523
2458,128,1.654955e-03,1.1026,1.1128,0.351
2459,128,1.654656e-03,1.1150,1.1129,0.237
2460,128,1.654357e-03,1.1054,1.1125,0.294
2461,128,1.654058e-03,1.1283,1.1133,0.663
2462,128,1.653759e-03,1.0992,1.1126,0.271
2463,128,1.653460e-03,1.1104,1.1125,0.537
2464,128,1.653160e-03,1.1234,1.1130,0.407
2465,128,1.652861e-03,1.0574,1.1103,0.294
2466,128,1.652561e-03,1.1171,1.1106,0.212
2467,128,1.652262e-03,1.0761,1.1089,0.256
2468,128,1.651962e-03,1.0852,1.1077,0.259
2469,128,1.651662e-03,1.1233,1.1085,0.443
2470,128,1.651362e-03,1.2047,1.1133,1.258
2471,128,1.651062e-03,1.1252,1.1139,0.287
2472,128,1.650762e-03,1.0851,1.1124,0.301
2473,128,1.650461e-03,1.1076,1.1122,0.234
2474,128,1.650161e-03,1.1207,1.1126,0.555
2475,128,1.649860e-03,1.0690,1.1104,0.236
2476,128,1.649560e-03,1.0606,1.1080,0.229
2477,128,1.649259e-03,1.1315,1.1091,0.507
2478,128,1.648958e-03,1.0856,1.1080,0.405
2479,128,1.648657e-03,1.1898,1.1120,1.150
2480,128,1.648356e-03,1.1055,1.1117,0.292
2481,128,1.648055e-03,1.0855,1.1104,0.291
2482,128,1.647754e-03,1.0964,1.1097,0.281
2483,128,1.647453e-03,1.1142,1.1099,0.227
2484,128,1.647151e-03,1.1332,1.1111,0.572
2485,128,1.646850e-03,1.0800,1.1095,0.217
2486,128,1.646548e-03,1.1063,1.1094,0.190
2487,128,1.646246e-03,1.1132,1.1096,0.478
2488,128,1.645945e-03,1.1951,1.1138,1.209
2489,128,1.645643e-03,1.1226,1.1143,0.297
2490,128,1.645341e-03,1.0879,1.1130,0.306
2491,128,1.645039e-03,1.0875,1.1117,0.305
2492,128,1.644736e-03,1.0597,1.1091,0.269
2493,128,1.644434e-03,1.1200,1.1096,0.562
2494,128,1.644132e-03,1.1289,1.1106,0.476
2495,128,1.643829e-03,1.1455,1.1123,0.430
2496,128,1.643527e-03,1.0943,1.1114,0.268
2497,128,1.643224e-03,1.1684,1.1143,0.497
2498,128,1.642921e-03,1.1302,1.1151,0.359
2499,128,1.642618e-03,1.0992,1.1143,0.296
2500,128,1.642315e-03,1.1401,1.1156,0.393
2501,128,1.642012e-03,1.1006,1.1148,0.347
2502,128,1.641709e-03,1.1299,1.1156,0.294
2503,128,1.641406e-03,1.0982,1.1147,0.285
2504,128,1.641102e-03,1.1251,1.1152,0.586
2505,128,1.640799e-03,1.1135,1.1151,0.363
2506,128,1.640495e-03,1.1811,1.1184,1.056
2507,128,1.640192e-03,1.1096,1.1180,0.314
2508,128,1.639888e-03,1.1222,1.1182,0.292
2509,128,1.639584e-03,1.0840,1.1165,0.340
2510,128,1.639280e-03,1.1052,1.1159,0.253
2511,128,1.638976e-03,1.0588,1.1131,0.265
2512,128,1.638672e-03,1.0919,1.1120,0.419
2513,128,1.638368e-03,1.1357,1.1132,0.372
2514,128,1.638063e-03,1.0936,1.1122,0.485
2515,128,1.637759e-03,1.0895,1.1111,0.450
2516,128,1.637454e-03,1.1777,1.1144,0.930
2517,128,1.637149e-03,1.1287,1.1151,0.316
2518,128,1.636845e-03,1.0791,1.1133,0.326
2519,128,1.636540e-03,1.1210,1.1137,0.288
2520,128,1.636235e-03,1.1250,1.1143,0.242
2521,128,1.635930e-03,1.1076,1.1139,0.405
2522,128,1.635625e-03,1.0956,1.1130,0.341
2523,128,1.635319e-03,1.0680,1.1108,0.316
2524,128,1.635014e-03,1.0665,1.1086,0.286
2525,128,1.634709e-03,1.1923,1.1127,1.042
2526,128,1.634403e-03,1.0916,1.1117,0.302
2527,128,1.634098e-03,1.0964,1.1109,0.286
2528,128,1.633792e-03,1.1160,1.1112,0.474
2529,128,1.633486e-03,1.0749,1.1094,0.320
2530,128,1.633180e-03,1.1288,1.1103,0.332
2531,128,1.632874e-03,1.0952,1.1096,0.268
2532,128,1.632568e-03,1.1561,1.1119,0.460
2533,128,1.632262e-03,1.1180,1.1122,0.296
2534,128,1.631955e-03,1.1028,1.1117,0.327
2535,128,1.631649e-03,1.1242,1.1124,0.436
2536,128,1.631342e-03,1.1107,1.1123,0.322
2537,128,1.631036e-03,1.1155,1.1124,0.257
2538,128,1.630729e-03,1.1600,1.1148,0.796
2539,128,1.630422e-03,1.1166,1.1149,0.332
2540,128,1.630115e-03,1.1267,1.1155,0.332
2541,128,1.629808e-03,1.1201,1.1157,0.319
2542,128,1.629501e-03,1.0757,1.1137,0.297
2543,128,1.629194e-03,1.0979,1.1129,0.271
2544,128,1.628887e-03,1.1531,1.1149,1.058
2545,128,1.628580e-03,1.1381,1.1161,0.789
2546,128,1.628272e-03,1.1156,1.1161,0.266
2547,128,1.627965e-03,1.1120,1.1159,0.328
2548,128,1.627657e-03,1.1253,1.1163,0.378
2549,128,1.627349e-03,1.1033,1.1157,0.348
2550,128,1.627041e-03,1.1147,1.1156,0.307
2551,128,1.626733e-03,1.1443,1.1171,0.401
2552,128,1.626425e-03,1.0989,1.1162,0.264
2553,128,1.626117e-03,1.1216,1.1164,0.493
2554,128,1.625809e-03,1.1482,1.1180,0.718
2555,128,1.625501e-03,1.1026,1.1173,0.336
2556,128,1.625192e-03,1.1047,1.1166,0.302
2557,128,1.624884e-03,1.1210,1.1168,0.214
2558,128,1.624575e-03,1.0815,1.1151,0.304
2559,128,1.624266e-03,1.0743,1.1130,0.281
2560,128,1.623957e-03,1.1173,1.1133,0.748
2561,128,1.623649e-03,1.0921,1.1122,0.279
2562,128,1.623340e-03,1.1226,1.1127,0.338
2563,128,1.623030e-03,1.1380,1.1140,0.351
2564,128,1.622721e-03,1.1250,1.1145,0.294
2565,128,1.622412e-03,1.1738,1.1175,0.973
2566,128,1.622103e-03,1.1054,1.1169,0.324
2567,128,1.621793e-03,1.1011,1.1161,0.281
2568,128,1.621483e-03,1.1307,1.1168,0.331
2569,128,1.621174e-03,1.0721,1.1146,0.246
2570,128,1.620864e-03,1.1365,1.1157,0.618
2571,128,1.620554e-03,1.1281,1.1163,0.313
2572,128,1.620244e-03,1.1235,1.1167,0.386
2573,128,1.619934e-03,1.0638,1.1140,0.279
2574,128,1.619624e-03,1.1159,1.1141,0.294
2575,128,1.619314e-03,1.0819,1.1125,0.382
2576,128,1.619003e-03,1.0899,1.1114,0.372
2577,128,1.618693e-03,1.1671,1.1142,0.728
2578,128,1.618382e-03,1.1274,1.1148,0.326
2579,128,1.618072e-03,1.1227,1.1152,0.295
2580,128,1.617761e-03,1.1050,1.1147,0.254
2581,128,1.617450e-03,1.0773,1.1128,0.221
2582,128,1.617139e-03,1.1159,1.1130,0.664
2583,128,1.616828e-03,1.1312,1.1139,0.328
2584,128,1.616517e-03,1.1400,1.1152,0.286
2585,128,1.616206e-03,1.1349,1.1162,0.303
2586,128,1.615895e-03,1.0954,1.1152,0.260
2587,128,1.615584e-03,1.0825,1.1135,0.187
2588,128,1.615272e-03,1.1269,1.1142,0.707
2589,128,1.614960e-03,1.1101,1.1140,0.322
2590,128,1.614649e-03,1.1146,1.1140,0.295
2591,128,1.614337e-03,1.0680,1.1117,0.352
2592,128,1.614025e-03,1.1273,1.1125,0.751
2593,128,1.613713e-03,1.0844,1.1111,0.363
2594,128,1.613401e-03,1.0965,1.1104,0.342
2595,128,1.613089e-03,1.0977,1.1097,0.235
2596,128,1.612777e-03,1.1179,1.1101,0.303
2597,128,1.612465e-03,1.0659,1.1079,0.157
2598,128,1.612152e-03,1.0912,1.1071,0.335
2599,128,1.611840e-03,1.0845,1.1060,0.440
2600,128,1.611527e-03,1.1372,1.1075,0.674
2601,128,1.611214e-03,1.1333,1.1088,0.336
2602,128,1.610902e-03,1.0963,1.1082,0.300
2603,128,1.610589e-03,1.0929,1.1074,0.257
2604,128,1.610276e-03,1.0830,1.1062,0.220
2605,128,1.609963e-03,1.1050,1.1061,0.196
2606,128,1.609650e-03,1.1275,1.1072,0.348
2607,128,1.609336e-03,1.0866,1.1062,0.350
2608,128,1.609023e-03,1.1473,1.1082,0.730
2609,128,1.608710e-03,1.1271,1.1092,0.548
2610,128,1.608396e-03,1.0914,1.1083,0.296
2611,128,1.608082e-03,1.0959,1.1077,0.342
2612,128,1.607769e-03,1.1257,1.1086,0.286
2613,128,1.607455e-03,1.1121,1.1087,0.280
2614,128,1.607141e-03,1.0661,1.1066,0.216
2615,128,1.606827e-03,1.1229,1.1074,0.654
2616,128,1.606513e-03,1.1213,1.1081,0.335
2617,128,1.606199e-03,1.1301,1.1092,0.318
2618,128,1.605884e-03,1.1216,1.1098,0.353
2619,128,1.605570e-03,1.1031,1.1095,0.293
2620,128,1.605256e-03,1.1369,1.1109,0.655
2621,128,1.604941e-03,1.1101,1.1108,0.330
2622,128,1.604626e-03,1.1324,1.1119,0.235
2623,128,1.604312e-03,1.0970,1.1112,0.390
2624,128,1.603997e-03,1.0988,1.1105,0.196
2625,128,1.603682e-03,1.0446,1.1072,0.169
2626,128,1.603367e-03,1.1246,1.1081,0.308
2627,128,1.603052e-03,1.0400,1.1047,0.540
2628,128,1.602737e-03,1.0744,1.1032,0.288
2629,128,1.602421e-03,1.0999,1.1030,0.456
2630,128,1.602106e-03,1.0914,1.1024,0.357
2631,128,1.601791e-03,1.0471,1.0997,0.201
2632,128,1.601475e-03,1.0645,1.0979,0.359
2633,128,1.601159e-03,1.1310,1.0996,0.266
2634,128,1.600844e-03,1.0905,1.0991,0.219
2635,128,1.600528e-03,1.1080,1.0996,0.284
2636,128,1.600212e-03,1.1285,1.1010,0.563
2637,128,1.599896e-03,1.0991,1.1009,0.412
2638,128,1.599580e-03,1.1068,1.1012,0.386
2639,128,1.599263e-03,1.1052,1.1014,0.256
2640,128,1.598947e-03,1.0850,1.1006,0.459
2641,128,1.598631e-03,1.0407,1.0976,0.341
2642,128,1.598314e-03,1.1064,1.0980,0.357
2643,128,1.597998e-03,1.1385,1.1001,0.360
2644,128,1.597681e-03,1.1271,1.1014,0.375
2645,128,1.597364e-03,1.0960,1.1011,0.328
2646,128,1.597047e-03,1.1111,1.1016,0.223
2647,128,1.596731e-03,1.0753,1.1003,0.456
2648,128,1.596414e-03,1.1342,1.1020,0.507
2649,128,1.596096e-03,1.1073,1.1023,0.423
2650,128,1.595779e-03,1.1147,1.1029,0.367
2651,128,1.595462e-03,1.0838,1.1019,0.220
2652,128,1.595145e-03,1.0798,1.1008,0.468
2653,128,1.594827e-03,1.0586,1.0987,0.319
2654,128,1.594509e-03,1.0749,1.0975,0.292
2655,128,1.594192e-03,1.1281,1.0991,0.368
2656,128,1.593874e-03,1.0837,1.0983,0.215
2657,128,1.593556e-03,1.0945,1.0981,0.200
2658,128,1.593238e-03,1.0819,1.0973,0.473
2659,128,1.592920e-03,1.0893,1.0969,0.282
2660,128,1.592602e-03,1.1246,1.0983,0.345
2661,128,1.592284e-03,1.1170,1.0992,0.545
2662,128,1.591966e-03,1.0661,1.0976,0.205
2663,128,1.591647e-03,1.0945,1.0974,0.180
2664,128,1.591329e-03,1.1151,1.0983,0.426
2665,128,1.591010e-03,1.1036,1.0986,0.341
2666,128,1.590692e-03,1.1115,1.0992,0.465
2667,128,1.590373e-03,1.0825,1.0984,0.407
2668,128,1.590054e-03,1.1199,1.0995,0.325
2669,128,1.589735e-03,1.1335,1.1012,0.334
2670,128,1.589416e-03,1.0924,1.1007,0.450
2671,128,1.589097e-03,1.1147,1.1014,0.274
2672,128,1.588778e-03,1.0839,1.1005,0.200
2673,128,1.588459e-03,1.1117,1.1011,0.288
2674,128,1.588139e-03,1.0838,1.1002,0.275
2675,128,1.587820e-03,1.0961,1.1000,0.424
2676,128,1.587500e-03,1.0908,1.0996,0.232
2677,128,1.587181e-03,1.1295,1.1011,0.398
2678,128,1.586861e-03,1.1015,1.1011,0.419
2679,128,1.586541e-03,1.0653,1.0993,0.335
2680,128,1.586221e-03,1.1158,1.1001,0.441
2681,128,1.585901e-03,1.1040,1.1003,0.424
2682,128,1.585581e-03,1.1073,1.1007,0.227
2683,128,1.585261e-03,1.0984,1.1005,0.427
2684,128,1.584941e-03,1.0524,1.0981,0.318
2685,128,1.584620e-03,1.0408,1.0953,0.266
2686,128,1.584300e-03,1.1307,1.0970,0.351
2687,128,1.583979e-03,1.1273,1.0986,0.344
2688,128,1.583659e-03,1.0993,1.0986,0.228
2689,128,1.583338e-03,1.0760,1.0975,0.415
2690,128,1.583017e-03,1.0633,1.0958,0.320
2691,128,1.582696e-03,1.1040,1.0962,0.268
2692,128,1.582375e-03,1.1015,1.0964,0.261
2693,128,1.582054e-03,1.1186,1.0975,0.372
2694,128,1.581733e-03,1.0796,1.0966,0.183
2695,128,1.581412e-03,1.1016,1.0969,0.508
2696,128,1.581090e-03,1.0547,1.0948,0.304
2697,128,1.580769e-03,1.1080,1.0954,0.300
2698,128,1.580448e-03,1.1246,1.0969,0.270
2699,128,1.580126e-03,1.0988,1.0970,0.409
2700,128,1.579804e-03,1.0886,1.0966,0.368
2701,128,1.579482e-03,1.1115,1.0973,0.311
2702,128,1.579161e-03,1.0982,1.0974,0.229
2703,128,1.578839e-03,1.1020,1.0976,0.325
2704,128,1.578517e-03,1.1490,1.1002,0.370
2705,128,1.578194e-03,1.1193,1.1011,0.425
2706,128,1.577872e-03,1.0798,1.1001,0.312
2707,128,1.577550e-03,1.0618,1.0981,0.205
2708,128,1.577228e-03,1.0644,1.0965,0.168
2709,128,1.576905e-03,1.0918,1.0962,0.162
2710,128,1.576583e-03,1.1008,1.0965,0.381
2711,128,1.576260e-03,1.1144,1.0973,0.308
2712,128,1.575937e-03,1.1170,1.0983,0.271
2713,128,1.575614e-03,1.1009,1.0985,0.300
2714,128,1.575291e-03,1.1055,1.0988,0.200
2715,128,1.574968e-03,1.0828,1.0980,0.329
2716,128,1.574645e-03,1.0852,1.0974,0.286
2717,128,1.574322e-03,1.1699,1.1010,0.382
2718,128,1.573999e-03,1.0946,1.1007,0.184
2719,128,1.573676e-03,1.1034,1.1008,0.379
2720,128,1.573352e-03,1.1163,1.1016,0.274
2721,128,1.573029e-03,1.0828,1.1006,0.219
2722,128,1.572705e-03,1.0840,1.0998,0.198
2723,128,1.572381e-03,1.1051,1.1001,0.436
2724,128,1.572058e-03,1.0582,1.0980,0.257
2725,128,1.571734e-03,1.1235,1.0993,0.460
2726,128,1.571410e-03,1.1080,1.0997,0.294
2727,128,1.571086e-03,1.0553,1.0975,0.269
2728,128,1.570762e-03,1.1000,1.0976,0.245
2729,128,1.570437e-03,1.0791,1.0967,0.285
2730,128,1.570113e-03,1.0925,1.0965,0.295
2731,128,1.569789e-03,1.0583,1.0946,0.202
2732,128,1.569464e-03,1.1312,1.0964,0.491
