step,block_size,lr,train_loss,train_ema,gn
1546,32,1.879864e-03,1.3064,1.2674,0.279
1547,32,1.879675e-03,1.2577,1.2669,0.298
1548,32,1.879486e-03,1.2584,1.2665,0.371
1549,32,1.879297e-03,1.2974,1.2681,0.355
1550,32,1.879108e-03,1.3027,1.2698,0.670
1551,32,1.878919e-03,1.2268,1.2676,0.350
1552,32,1.878729e-03,1.2311,1.2658,0.271
1553,32,1.878540e-03,1.2618,1.2656,0.239
1554,32,1.878350e-03,1.2337,1.2640,0.340
1555,32,1.878160e-03,1.1997,1.2608,0.301
1556,32,1.877970e-03,1.2085,1.2582,0.393
1557,32,1.877780e-03,1.2542,1.2580,0.280
1558,32,1.877590e-03,1.2343,1.2568,0.323
1559,32,1.877399e-03,1.3197,1.2599,0.415
1560,32,1.877209e-03,1.2629,1.2601,0.656
1561,32,1.877018e-03,1.2223,1.2582,0.438
1562,32,1.876827e-03,1.2138,1.2560,0.306
1563,32,1.876636e-03,1.2619,1.2563,0.291
1564,32,1.876445e-03,1.3209,1.2595,0.494
1565,32,1.876254e-03,1.2670,1.2599,0.268
1566,32,1.876063e-03,1.2397,1.2589,0.309
1567,32,1.875871e-03,1.2106,1.2565,0.234
1568,32,1.875680e-03,1.3242,1.2598,0.316
1569,32,1.875488e-03,1.2274,1.2582,0.288
1570,32,1.875296e-03,1.1933,1.2550,0.298
1571,32,1.875104e-03,1.2746,1.2560,0.428
1572,32,1.874912e-03,1.2754,1.2569,0.312
1573,32,1.874719e-03,1.2168,1.2549,0.278
1574,32,1.874527e-03,1.2774,1.2561,0.367
1575,32,1.874334e-03,1.2476,1.2556,0.290
1576,32,1.874142e-03,1.2897,1.2573,0.387
1577,32,1.873949e-03,1.2090,1.2549,0.297
1578,32,1.873756e-03,1.2488,1.2546,0.245
1579,32,1.873563e-03,1.2306,1.2534,0.481
1580,32,1.873369e-03,1.1928,1.2504,0.248
1581,32,1.873176e-03,1.2973,1.2527,0.353
1582,32,1.872982e-03,1.2573,1.2530,0.279
1583,32,1.872789e-03,1.2347,1.2520,0.286
1584,32,1.872595e-03,1.2190,1.2504,0.299
1585,32,1.872401e-03,1.2561,1.2507,0.282
1586,32,1.872207e-03,1.2168,1.2490,0.341
1587,32,1.872013e-03,1.2530,1.2492,0.388
1588,32,1.871818e-03,1.2631,1.2499,0.715
1589,32,1.871624e-03,1.1898,1.2469,0.210
1590,32,1.871429e-03,1.2314,1.2461,0.182
1591,32,1.871234e-03,1.2244,1.2450,0.316
1592,32,1.871039e-03,1.2019,1.2429,0.193
1593,32,1.870844e-03,1.2217,1.2418,0.213
1594,32,1.870649e-03,1.2639,1.2429,0.312
1595,32,1.870454e-03,1.2169,1.2416,0.343
1596,32,1.870258e-03,1.2416,1.2416,0.243
1597,32,1.870063e-03,1.2867,1.2439,0.304
1598,32,1.869867e-03,1.1380,1.2386,0.187
1599,32,1.869671e-03,1.2091,1.2371,0.180
1600,32,1.869475e-03,1.2112,1.2358,0.353
1601,32,1.869279e-03,1.2502,1.2365,0.370
1602,32,1.869083e-03,1.2004,1.2347,0.479
1603,32,1.868886e-03,1.3085,1.2384,0.608
1604,32,1.868690e-03,1.2535,1.2392,0.329
1605,32,1.868493e-03,1.2881,1.2416,0.336
1606,32,1.868296e-03,1.2310,1.2411,0.242
1607,32,1.868099e-03,1.1614,1.2371,0.228
1608,32,1.867902e-03,1.2012,1.2353,0.244
1609,32,1.867705e-03,1.2572,1.2364,0.192
1610,32,1.867508e-03,1.2438,1.2368,0.324
1611,32,1.867310e-03,1.2536,1.2376,0.221
1612,32,1.867112e-03,1.2945,1.2404,0.501
1613,32,1.866915e-03,1.2485,1.2408,0.327
1614,32,1.866717e-03,1.2321,1.2404,0.328
1615,32,1.866519e-03,1.2475,1.2408,0.252
1616,32,1.866320e-03,1.2806,1.2428,0.308
1617,32,1.866122e-03,1.1925,1.2402,0.172
1618,32,1.865924e-03,1.2269,1.2396,0.216
1619,32,1.865725e-03,1.1791,1.2366,0.176
1620,32,1.865526e-03,1.1926,1.2344,0.190
1621,32,1.865327e-03,1.2343,1.2344,0.314
1622,32,1.865128e-03,1.2450,1.2349,0.329
1623,32,1.864929e-03,1.1537,1.2308,0.223
1624,32,1.864730e-03,1.2214,1.2304,0.391
1625,32,1.864531e-03,1.2224,1.2300,0.486
1626,32,1.864331e-03,1.2730,1.2321,0.360
1627,32,1.864131e-03,1.2486,1.2329,0.341
1628,32,1.863932e-03,1.2019,1.2314,0.222
1629,32,1.863732e-03,1.2249,1.2311,0.230
1630,32,1.863532e-03,1.2274,1.2309,0.167
1631,32,1.863331e-03,1.1832,1.2285,0.144
1632,32,1.863131e-03,1.2564,1.2299,0.289
1633,32,1.862931e-03,1.1905,1.2279,0.130
1634,32,1.862730e-03,1.2432,1.2287,0.460
1635,32,1.862529e-03,1.1949,1.2270,0.231
1636,32,1.862328e-03,1.2796,1.2296,0.393
1637,32,1.862127e-03,1.3165,1.2340,0.341
1638,32,1.861926e-03,1.1673,1.2306,0.244
1639,32,1.861725e-03,1.2047,1.2293,0.255
1640,32,1.861523e-03,1.2097,1.2284,0.153
1641,32,1.861322e-03,1.1944,1.2267,0.174
1642,32,1.861120e-03,1.2761,1.2291,0.523
1643,32,1.860918e-03,1.2547,1.2304,0.268
1644,32,1.860716e-03,1.2059,1.2292,0.218
1645,32,1.860514e-03,1.1520,1.2253,0.160
1646,32,1.860312e-03,1.2422,1.2262,0.332
1647,32,1.860109e-03,1.2779,1.2287,0.320
1648,32,1.859907e-03,1.2120,1.2279,0.282
1649,32,1.859704e-03,1.2183,1.2274,0.523
1650,32,1.859501e-03,1.2388,1.2280,0.193
1651,32,1.859299e-03,1.2460,1.2289,0.184
1652,32,1.859095e-03,1.2148,1.2282,0.280
1653,32,1.858892e-03,1.2427,1.2289,0.372
1654,32,1.858689e-03,1.1955,1.2272,0.253
1655,32,1.858485e-03,1.2189,1.2268,0.247
1656,32,1.858282e-03,1.1501,1.2230,0.194
1657,32,1.858078e-03,1.2385,1.2238,0.214
1658,32,1.857874e-03,1.2666,1.2259,0.377
1659,32,1.857670e-03,1.2749,1.2284,0.435
1660,32,1.857466e-03,1.2269,1.2283,0.238
1661,32,1.857262e-03,1.2181,1.2278,0.165
1662,32,1.857057e-03,1.2931,1.2310,0.390
1663,32,1.856853e-03,1.1765,1.2283,0.167
1664,32,1.856648e-03,1.2079,1.2273,0.253
1665,32,1.856443e-03,1.2223,1.2270,0.192
1666,32,1.856238e-03,1.2537,1.2284,0.170
1667,32,1.856033e-03,1.3042,1.2322,0.485
1668,32,1.855828e-03,1.2247,1.2318,0.134
1669,32,1.855623e-03,1.1599,1.2282,0.151
1670,32,1.855417e-03,1.2292,1.2283,0.295
1671,32,1.855212e-03,1.1963,1.2267,0.210
1672,32,1.855006e-03,1.2157,1.2261,0.181
1673,32,1.854800e-03,1.1709,1.2233,0.186
1674,32,1.854594e-03,1.2214,1.2233,0.172
1675,32,1.854388e-03,1.2293,1.2236,0.190
1676,32,1.854182e-03,1.2747,1.2261,0.338
1677,32,1.853975e-03,1.2360,1.2266,0.374
1678,32,1.853769e-03,1.1779,1.2242,0.178
1679,32,1.853562e-03,1.2652,1.2262,0.363
1680,32,1.853355e-03,1.2235,1.2261,0.154
1681,32,1.853148e-03,1.2337,1.2265,0.199
1682,32,1.852941e-03,1.1912,1.2247,0.126
1683,32,1.852734e-03,1.2368,1.2253,0.193
1684,32,1.852527e-03,1.1958,1.2238,0.197
1685,32,1.852319e-03,1.2888,1.2271,0.483
1686,32,1.852112e-03,1.2630,1.2289,0.194
1687,32,1.851904e-03,1.1828,1.2266,0.148
1688,32,1.851696e-03,1.2094,1.2257,0.135
1689,32,1.851488e-03,1.2118,1.2250,0.305
1690,32,1.851280e-03,1.1787,1.2227,0.170
1691,32,1.851071e-03,1.1731,1.2202,0.214
1692,32,1.850863e-03,1.2205,1.2202,0.171
1693,32,1.850654e-03,1.1716,1.2178,0.177
1694,32,1.850446e-03,1.1942,1.2166,0.432
1695,32,1.850237e-03,1.1989,1.2157,0.309
1696,32,1.850028e-03,1.1886,1.2144,0.208
1697,32,1.849819e-03,1.2056,1.2139,0.200
1698,32,1.849610e-03,1.2197,1.2142,0.149
1699,32,1.849400e-03,1.2060,1.2138,0.160
1700,32,1.849191e-03,1.1830,1.2123,0.204
1701,32,1.848981e-03,1.2083,1.2121,0.155
1702,32,1.848771e-03,1.1835,1.2107,0.169
1703,32,1.848562e-03,1.2534,1.2128,0.376
1704,32,1.848352e-03,1.2233,1.2133,0.304
1705,32,1.848141e-03,1.1793,1.2116,0.201
1706,32,1.847931e-03,1.1416,1.2081,0.190
1707,32,1.847721e-03,1.2656,1.2110,0.150
1708,32,1.847510e-03,1.1850,1.2097,0.179
1709,32,1.847300e-03,1.2151,1.2100,0.490
1710,32,1.847089e-03,1.1929,1.2091,0.175
1711,32,1.846878e-03,1.2253,1.2099,0.191
1712,32,1.846667e-03,1.1583,1.2073,0.232
1713,32,1.846455e-03,1.1647,1.2052,0.192
1714,32,1.846244e-03,1.2261,1.2062,0.152
1715,32,1.846033e-03,1.2275,1.2073,0.403
1716,32,1.845821e-03,1.2038,1.2071,0.234
1717,32,1.845609e-03,1.1367,1.2036,0.210
1718,32,1.845397e-03,1.2014,1.2035,0.125
1719,32,1.845185e-03,1.1776,1.2022,0.161
1720,32,1.844973e-03,1.1959,1.2019,0.160
1721,32,1.844761e-03,1.1741,1.2005,0.212
1722,32,1.844549e-03,1.4727,1.2141,2.294
1723,32,1.844336e-03,1.4184,1.2243,1.818
1724,32,1.844123e-03,1.2145,1.2238,0.294
1725,32,1.843911e-03,1.2124,1.2233,0.269
1726,32,1.843698e-03,1.1764,1.2209,0.283
1727,32,1.843485e-03,1.2103,1.2204,0.289
1728,32,1.843271e-03,1.1960,1.2192,0.217
1729,32,1.843058e-03,1.2111,1.2188,0.229
1730,32,1.842845e-03,1.2205,1.2188,0.165
1731,32,1.842631e-03,1.2096,1.2184,0.245
1732,32,1.842417e-03,1.2004,1.2175,0.161
1733,32,1.842203e-03,1.1921,1.2162,0.232
1734,32,1.841989e-03,1.2243,1.2166,0.284
1735,32,1.841775e-03,1.4024,1.2259,1.380
1736,32,1.841561e-03,1.1317,1.2212,0.231
1737,32,1.841347e-03,1.1660,1.2184,0.245
1738,32,1.841132e-03,1.1499,1.2150,0.238
1739,32,1.840918e-03,1.2220,1.2154,0.236
1740,32,1.840703e-03,1.1824,1.2137,0.251
1741,32,1.840488e-03,1.2215,1.2141,0.240
1742,32,1.840273e-03,1.3067,1.2187,1.050
1743,32,1.840058e-03,1.1936,1.2175,0.310
1744,32,1.839842e-03,1.2650,1.2198,0.224
1745,32,1.839627e-03,1.2179,1.2197,0.178
1746,32,1.839411e-03,1.2028,1.2189,0.214
1747,32,1.839196e-03,1.1762,1.2168,0.179
1748,32,1.838980e-03,1.1980,1.2158,0.170
1749,32,1.838764e-03,1.1818,1.2141,0.237
1750,32,1.838548e-03,1.3109,1.2190,1.453
1751,32,1.838331e-03,1.2506,1.2205,0.289
1752,32,1.838115e-03,1.2255,1.2208,0.278
1753,32,1.837899e-03,1.2228,1.2209,0.249
1754,32,1.837682e-03,1.2817,1.2239,1.042
1755,32,1.837465e-03,1.2354,1.2245,0.228
1756,32,1.837248e-03,1.2266,1.2246,0.226
1757,32,1.837031e-03,1.2270,1.2247,0.200
1758,32,1.836814e-03,1.1612,1.2216,0.224
1759,32,1.836597e-03,1.1471,1.2178,0.290
1760,32,1.836380e-03,1.2139,1.2176,0.167
1761,32,1.836162e-03,1.2135,1.2174,0.187
1762,32,1.835944e-03,2.0337,1.2583,10.424
1763,32,1.835727e-03,1.9195,1.2913,8.212
1764,32,1.835509e-03,1.3450,1.2940,1.276
1765,32,1.835291e-03,1.1661,1.2876,0.371
1766,32,1.835072e-03,1.2262,1.2845,0.344
1767,32,1.834854e-03,1.1581,1.2782,0.334
1768,32,1.834636e-03,1.2541,1.2770,0.231
1769,32,1.834417e-03,1.1549,1.2709,0.129
1770,32,1.834198e-03,1.1656,1.2656,0.209
1771,32,1.833979e-03,1.2409,1.2644,0.183
1772,32,1.833760e-03,1.1974,1.2611,0.190
1773,32,1.833541e-03,1.3780,1.2669,1.613
1774,32,1.833322e-03,1.1824,1.2627,0.147
1775,32,1.833103e-03,1.1928,1.2592,0.322
1776,32,1.832883e-03,1.4467,1.2686,2.300
1777,32,1.832664e-03,1.3783,1.2740,1.731
1778,32,1.832444e-03,1.2221,1.2714,0.255
1779,32,1.832224e-03,1.2694,1.2713,0.264
1780,32,1.832004e-03,1.1825,1.2669,0.172
1781,32,1.831784e-03,1.2424,1.2657,0.254
1782,32,1.831564e-03,1.3305,1.2689,1.409
1783,32,1.831343e-03,1.2631,1.2686,0.234
1784,32,1.831123e-03,1.1455,1.2625,0.129
1785,32,1.830902e-03,1.2359,1.2611,0.319
1786,32,1.830681e-03,1.2196,1.2591,0.191
1787,32,1.830460e-03,1.1367,1.2530,0.284
1788,32,1.830239e-03,1.2932,1.2550,0.905
1789,32,1.830018e-03,1.1987,1.2522,0.296
1790,32,1.829797e-03,1.1648,1.2478,0.126
1791,32,1.829575e-03,1.1422,1.2425,0.117
1792,32,1.829354e-03,1.4969,1.2552,2.964
1793,32,1.829132e-03,1.3892,1.2619,2.057
1794,32,1.828910e-03,1.3174,1.2647,0.945
1795,32,1.828688e-03,1.2256,1.2627,0.402
1796,32,1.828466e-03,1.2341,1.2613,0.279
1797,32,1.828244e-03,1.2390,1.2602,0.246
1798,32,1.828021e-03,1.2026,1.2573,0.227
1799,32,1.827799e-03,1.1922,1.2541,0.235
1800,32,1.827576e-03,1.1568,1.2492,0.279
1801,32,1.827354e-03,1.2995,1.2517,1.108
1802,32,1.827131e-03,1.2361,1.2509,0.141
1803,32,1.826908e-03,1.2031,1.2485,0.122
1804,32,1.826685e-03,1.3409,1.2531,1.285
1805,32,1.826461e-03,1.1938,1.2502,0.279
1806,32,1.826238e-03,1.1983,1.2476,0.294
1807,32,1.826014e-03,1.2252,1.2465,0.684
1808,32,1.825791e-03,1.2771,1.2480,0.325
1809,32,1.825567e-03,1.1477,1.2430,0.280
1810,32,1.825343e-03,1.3922,1.2504,1.813
1811,32,1.825119e-03,1.3132,1.2536,1.074
1812,32,1.824895e-03,1.2268,1.2522,0.240
1813,32,1.824671e-03,1.2283,1.2510,0.353
1814,32,1.824446e-03,1.2468,1.2508,0.273
1815,32,1.824222e-03,1.2289,1.2497,0.207
1816,32,1.823997e-03,1.3626,1.2554,1.430
1817,32,1.823772e-03,1.1992,1.2526,0.362
1818,32,1.823547e-03,1.2513,1.2525,0.935
1819,32,1.823322e-03,1.2446,1.2521,0.165
1820,32,1.823097e-03,1.1881,1.2489,0.120
1821,32,1.822872e-03,1.1789,1.2454,0.168
1822,32,1.822646e-03,1.3388,1.2501,1.476
1823,32,1.822421e-03,1.2183,1.2485,0.311
1824,32,1.822195e-03,1.2352,1.2478,0.274
1825,32,1.821969e-03,1.1827,1.2446,0.250
1826,32,1.821743e-03,1.2792,1.2463,1.143
1827,32,1.821517e-03,1.5397,1.2610,2.892
1828,32,1.821291e-03,1.1816,1.2570,0.276
1829,32,1.821064e-03,1.2316,1.2557,0.305
1830,32,1.820838e-03,1.2334,1.2546,0.258
1831,32,1.820611e-03,1.2045,1.2521,0.143
1832,32,1.820385e-03,1.1753,1.2483,0.196
1833,32,1.820158e-03,1.3462,1.2532,1.519
1834,32,1.819931e-03,1.3208,1.2566,0.907
1835,32,1.819704e-03,1.2013,1.2538,0.444
1836,32,1.819476e-03,1.2254,1.2524,0.341
1837,32,1.819249e-03,1.2864,1.2541,0.670
1838,32,1.819022e-03,1.2313,1.2529,0.292
1839,32,1.818794e-03,1.3190,1.2562,1.250
1840,32,1.818566e-03,1.1931,1.2531,0.162
1841,32,1.818338e-03,1.1260,1.2467,0.143
1842,32,1.818110e-03,1.1881,1.2438,0.164
1843,32,1.817882e-03,1.2356,1.2434,0.855
1844,32,1.817654e-03,1.2232,1.2424,0.307
1845,32,1.817425e-03,1.2978,1.2452,0.938
1846,32,1.817197e-03,1.2549,1.2456,0.297
1847,32,1.816968e-03,1.2454,1.2456,0.139
1848,32,1.816739e-03,1.2804,1.2474,0.862
1849,32,1.816511e-03,1.2106,1.2455,0.172
1850,32,1.816282e-03,1.2195,1.2442,0.294
1851,32,1.816052e-03,1.2923,1.2466,1.047
1852,32,1.815823e-03,1.1852,1.2436,0.351
1853,32,1.815594e-03,1.1983,1.2413,0.686
1854,32,1.815364e-03,1.2561,1.2420,0.696
1855,32,1.815134e-03,1.2121,1.2405,0.184
1856,32,1.814905e-03,1.2332,1.2402,0.317
1857,32,1.814675e-03,1.3502,1.2457,1.310
1858,32,1.814445e-03,1.2326,1.2450,0.313
1859,32,1.814214e-03,1.2272,1.2441,0.275
1860,32,1.813984e-03,1.2160,1.2427,0.329
1861,32,1.813754e-03,1.2366,1.2424,0.146
1862,32,1.813523e-03,1.3005,1.2453,0.971
1863,32,1.813292e-03,1.2874,1.2474,0.790
1864,32,1.813062e-03,1.1930,1.2447,0.363
1865,32,1.812831e-03,1.2740,1.2462,1.025
1866,32,1.812600e-03,1.1975,1.2437,0.326
1867,32,1.812368e-03,1.1994,1.2415,0.329
1868,32,1.812137e-03,1.2015,1.2395,0.169
1869,32,1.811906e-03,1.2801,1.2415,1.214
1870,32,1.811674e-03,1.1807,1.2385,0.197
1871,32,1.811442e-03,1.1914,1.2361,0.185
1872,32,1.811210e-03,1.2628,1.2375,0.582
1873,32,1.810978e-03,1.1795,1.2346,0.320
1874,32,1.810746e-03,1.1840,1.2321,0.650
1875,32,1.810514e-03,1.1821,1.2296,0.224
1876,32,1.810282e-03,1.3284,1.2345,1.014
1877,32,1.810049e-03,1.2228,1.2339,0.199
1878,32,1.809817e-03,1.1276,1.2286,0.238
1879,32,1.809584e-03,1.2110,1.2277,0.537
1880,32,1.809351e-03,1.1977,1.2262,0.355
1881,32,1.809118e-03,1.1811,1.2240,0.228
1882,32,1.808885e-03,1.4108,1.2333,2.166
1883,32,1.808652e-03,1.3797,1.2406,2.078
1884,32,1.808419e-03,1.2159,1.2394,0.345
1885,32,1.808185e-03,1.2669,1.2408,0.374
1886,32,1.807951e-03,1.1495,1.2362,0.220
1887,32,1.807718e-03,1.1823,1.2335,0.211
1888,32,1.807484e-03,1.2312,1.2334,0.130
1889,32,1.807250e-03,1.1640,1.2299,0.197
1890,32,1.807016e-03,1.2788,1.2324,0.807
1891,32,1.806782e-03,1.2195,1.2317,0.641
1892,32,1.806547e-03,1.2498,1.2326,0.992
1893,32,1.806313e-03,1.2633,1.2342,0.335
1894,32,1.806078e-03,1.2557,1.2352,0.350
1895,32,1.805843e-03,1.2837,1.2377,0.723
1896,32,1.805608e-03,1.2101,1.2363,0.221
1897,32,1.805373e-03,1.2077,1.2349,0.210
1898,32,1.805138e-03,1.2216,1.2342,0.601
1899,32,1.804903e-03,1.2113,1.2330,0.548
1900,32,1.804668e-03,1.1853,1.2307,0.378
1901,32,1.804432e-03,1.3128,1.2348,0.800
1902,32,1.804197e-03,1.2760,1.2368,0.869
1903,32,1.803961e-03,1.2183,1.2359,0.365
1904,32,1.803725e-03,1.2062,1.2344,0.441
1905,32,1.803489e-03,1.2032,1.2329,0.494
1906,32,1.803253e-03,1.1805,1.2302,0.277
1907,32,1.803017e-03,1.2006,1.2288,0.246
1908,32,1.802780e-03,1.1646,1.2256,0.221
1909,32,1.802544e-03,1.1918,1.2239,0.253
1910,32,1.802307e-03,1.2205,1.2237,0.532
1911,32,1.802070e-03,1.1604,1.2205,0.198
1912,32,1.801834e-03,1.4048,1.2297,1.898
1913,32,1.801597e-03,1.2813,1.2323,0.915
1914,32,1.801359e-03,1.2202,1.2317,0.220
1915,32,1.801122e-03,1.2107,1.2307,0.189
1916,32,1.800885e-03,1.2033,1.2293,0.579
1917,32,1.800647e-03,1.1485,1.2253,0.183
1918,32,1.800410e-03,1.2280,1.2254,0.167
1919,32,1.800172e-03,1.2471,1.2265,0.609
1920,32,1.799934e-03,1.2007,1.2252,0.381
1921,32,1.799696e-03,1.2434,1.2261,0.305
1922,32,1.799458e-03,1.2427,1.2269,1.133
1923,32,1.799220e-03,1.2690,1.2290,0.591
1924,32,1.798981e-03,1.2061,1.2279,0.412
1925,32,1.798743e-03,1.2148,1.2272,0.371
1926,32,1.798504e-03,1.2878,1.2303,0.801
1927,32,1.798265e-03,1.2206,1.2298,0.205
1928,32,1.798027e-03,1.2397,1.2303,0.358
1929,32,1.797788e-03,1.2206,1.2298,0.435
1930,32,1.797548e-03,1.1614,1.2264,0.537
1931,32,1.797309e-03,1.2904,1.2296,0.739
1932,32,1.797070e-03,1.1917,1.2277,0.283
1933,32,1.796830e-03,1.2040,1.2265,0.205
1934,32,1.796591e-03,1.2082,1.2256,0.624
1935,32,1.796351e-03,1.2247,1.2255,0.563
1936,32,1.796111e-03,1.1471,1.2216,0.275
1937,32,1.795871e-03,1.1655,1.2188,0.292
1938,32,1.795631e-03,1.2420,1.2200,0.536
1939,32,1.795391e-03,1.2201,1.2200,0.695
1940,32,1.795150e-03,1.1850,1.2182,0.617
1941,32,1.794910e-03,1.1828,1.2165,0.323
1942,32,1.794669e-03,1.1707,1.2142,0.257
1943,32,1.794429e-03,1.1771,1.2123,0.400
1944,32,1.794188e-03,1.2017,1.2118,0.268
1945,32,1.793947e-03,1.2206,1.2122,0.234
1946,32,1.793706e-03,1.1718,1.2102,0.422
1947,32,1.793464e-03,1.2336,1.2114,0.220
1948,32,1.793223e-03,1.2216,1.2119,0.647
1949,32,1.792982e-03,1.3151,1.2170,1.486
1950,32,1.792740e-03,1.2127,1.2168,0.414
1951,32,1.792498e-03,1.2434,1.2182,0.395
1952,32,1.792256e-03,1.1734,1.2159,0.258
1953,32,1.792014e-03,1.2134,1.2158,0.572
1954,32,1.791772e-03,1.1953,1.2148,0.385
1955,32,1.791530e-03,1.2187,1.2150,0.660
1956,32,1.791288e-03,1.1949,1.2140,0.491
1957,32,1.791045e-03,1.1941,1.2130,0.307
1958,32,1.790803e-03,1.2253,1.2136,0.483
1959,32,1.790560e-03,1.2403,1.2149,0.392
1960,32,1.790317e-03,1.2041,1.2144,0.403
1961,32,1.790074e-03,1.3264,1.2200,1.479
1962,32,1.789831e-03,1.2488,1.2214,0.229
1963,32,1.789588e-03,1.1811,1.2194,0.349
1964,32,1.789345e-03,1.2237,1.2196,0.291
1965,32,1.789101e-03,1.2031,1.2188,0.584
1966,32,1.788857e-03,1.2894,1.2223,1.195
1967,32,1.788614e-03,1.1819,1.2203,0.378
1968,32,1.788370e-03,1.2382,1.2212,0.397
1969,32,1.788126e-03,1.2303,1.2217,0.233
1970,32,1.787882e-03,1.2119,1.2212,0.196
1971,32,1.787638e-03,1.1892,1.2196,0.276
1972,32,1.787393e-03,1.1877,1.2180,0.492
1973,32,1.787149e-03,1.2223,1.2182,0.482
1974,32,1.786904e-03,1.2589,1.2202,0.760
1975,32,1.786660e-03,1.2389,1.2212,0.592
1976,32,1.786415e-03,1.2912,1.2247,0.591
1977,32,1.786170e-03,1.2214,1.2245,0.435
1978,32,1.785925e-03,1.2519,1.2259,0.539
1979,32,1.785680e-03,1.2476,1.2270,0.483
1980,32,1.785435e-03,1.2218,1.2267,0.318
1981,32,1.785189e-03,1.1179,1.2213,0.326
1982,32,1.784944e-03,1.1948,1.2199,0.275
1983,32,1.784698e-03,1.2712,1.2225,0.456
1984,32,1.784452e-03,1.1641,1.2196,0.303
1985,32,1.784206e-03,1.2173,1.2195,1.064
1986,32,1.783960e-03,1.1733,1.2172,0.527
1987,32,1.783714e-03,1.2587,1.2192,0.309
1988,32,1.783468e-03,1.1806,1.2173,0.361
1989,32,1.783221e-03,1.1982,1.2163,0.335
1990,32,1.782975e-03,1.2573,1.2184,0.272
1991,32,1.782728e-03,1.2958,1.2223,1.229
1992,32,1.782481e-03,1.2015,1.2212,0.869
1993,32,1.782235e-03,1.2134,1.2208,0.314
1994,32,1.781988e-03,1.1490,1.2172,0.335
1995,32,1.781740e-03,1.2110,1.2169,0.316
1996,32,1.781493e-03,1.1821,1.2152,0.313
1997,32,1.781246e-03,1.2122,1.2150,0.406
1998,32,1.780998e-03,1.1706,1.2128,0.294
1999,32,1.780751e-03,1.1837,1.2114,0.273
2000,32,1.780503e-03,1.2675,1.2142,0.705
2001,32,1.780255e-03,1.2493,1.2159,0.614
2002,32,1.780007e-03,1.2156,1.2159,0.331
2003,32,1.779759e-03,1.2172,1.2160,0.325
2004,32,1.779511e-03,1.1825,1.2143,0.275
2005,32,1.779263e-03,1.1306,1.2101,0.298
2006,32,1.779014e-03,1.2263,1.2109,0.488
2007,32,1.778765e-03,1.2566,1.2132,0.516
2008,32,1.778517e-03,1.1363,1.2094,0.369
2009,32,1.778268e-03,1.2185,1.2098,0.338
2010,32,1.778019e-03,1.2239,1.2105,0.341
2011,32,1.777770e-03,1.2423,1.2121,0.347
2012,32,1.777521e-03,1.1707,1.2100,0.206
2013,32,1.777271e-03,1.2162,1.2104,0.930
2014,32,1.777022e-03,1.2457,1.2121,0.451
2015,32,1.776772e-03,1.2220,1.2126,0.406
2016,32,1.776523e-03,1.1682,1.2104,0.355
2017,32,1.776273e-03,1.2106,1.2104,0.320
2018,32,1.776023e-03,1.1962,1.2097,0.434
2019,32,1.775773e-03,1.2990,1.2142,1.004
2020,32,1.775523e-03,1.2355,1.2152,0.493
2021,32,1.775273e-03,1.2299,1.2160,0.315
2022,32,1.775022e-03,1.2338,1.2169,0.321
2023,32,1.774772e-03,1.2096,1.2165,0.375
2024,32,1.774521e-03,1.2345,1.2174,0.384
2025,32,1.774270e-03,1.2111,1.2171,0.333
2026,32,1.774019e-03,1.2148,1.2170,0.456
2027,32,1.773768e-03,1.1854,1.2154,0.429
2028,32,1.773517e-03,1.2107,1.2152,0.714
2029,32,1.773266e-03,1.1999,1.2144,0.393
2030,32,1.773015e-03,1.1950,1.2134,0.363
2031,32,1.772763e-03,1.1952,1.2125,0.374
2032,32,1.772512e-03,1.2218,1.2130,0.335
2033,32,1.772260e-03,1.2408,1.2144,0.957
2034,32,1.772008e-03,1.1537,1.2113,0.350
2035,32,1.771756e-03,1.1885,1.2102,0.368
2036,32,1.771504e-03,1.1665,1.2080,0.405
2037,32,1.771252e-03,1.1963,1.2074,0.322
2038,32,1.770999e-03,1.2737,1.2107,0.911
2039,32,1.770747e-03,1.2001,1.2102,0.384
2040,32,1.770494e-03,1.2073,1.2101,0.350
2041,32,1.770242e-03,1.1993,1.2095,0.358
2042,32,1.769989e-03,1.1978,1.2089,0.326
2043,32,1.769736e-03,1.2500,1.2110,0.763
2044,32,1.769483e-03,1.2429,1.2126,0.301
2045,32,1.769230e-03,1.1617,1.2100,0.385
2046,32,1.768976e-03,1.2084,1.2100,0.706
2047,32,1.768723e-03,1.2173,1.2103,0.642
2048,32,1.768470e-03,1.1922,1.2094,0.339
2049,32,1.768216e-03,1.2108,1.2095,0.350
2050,32,1.767962e-03,1.1723,1.2076,0.339
2051,32,1.767708e-03,1.1752,1.2060,0.319
2052,32,1.767454e-03,1.1617,1.2038,0.347
2053,32,1.767200e-03,1.2461,1.2059,0.709
2054,32,1.766946e-03,1.2427,1.2077,0.393
2055,32,1.766691e-03,1.2585,1.2103,0.379
2056,32,1.766437e-03,1.1667,1.2081,0.321
2057,32,1.766182e-03,1.2224,1.2088,0.356
2058,32,1.765928e-03,1.2198,1.2094,0.369
2059,32,1.765673e-03,1.2144,1.2096,0.423
2060,32,1.765418e-03,1.1981,1.2090,0.217
2061,32,1.765163e-03,1.2199,1.2096,0.359
2062,32,1.764908e-03,1.1946,1.2088,0.453
